"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ASB18",5.75325668642126,3.83061443361302,1.01621092457946,3.76950723610675,0.000163570166718355,0.000871433437780741
"CENPU",1975.76317091019,0.447739137478902,0.118819649504803,3.76822469469415,0.000164412679106214,0.000875696470821384
"CRY1",877.224133987837,0.256337911493885,0.068038466551631,3.76754392751287,0.000164861537950453,0.000877635263916889
"SLMAP",5696.95320545072,-0.289947034502851,0.0769588948859653,-3.76755714764984,0.000164852810383819,0.000877635263916889
"PRDM11",218.105836199907,-0.546300718513918,0.145014733229888,-3.76720838183996,0.000165083201463233,0.000878589191836865
"AC046134.2",75.9871187695623,-0.834364675426015,0.221487351746254,-3.76709852209485,0.00016515583638886,0.000878749688111202
"RHPN2",516.338439656463,0.296357534643618,0.0786849082755338,3.76638342902876,0.000165629363001642,0.000881042589975563
"FAM53B",928.366096025151,-0.340547297514678,0.090426036802187,-3.76603143914896,0.000165862915573918,0.000882058132256464
"PBX2",1450.55895768041,-0.26000649770824,0.0690444254495248,-3.76578552164678,0.000166026270736329,0.000882699939018875
"PGM2L1",462.341126826583,0.48250175976913,0.128147847027105,3.76519599012128,0.000166418494301986,0.000884557911517263
"BBC3",134.548908854099,-0.751353687582137,0.19956746140472,-3.76491078402005,0.000166608558623349,0.000884708155562306
"DNAH11",96.9948420632224,0.739912460152794,0.196526494197298,3.76495018228929,0.000166582291054803,0.000884708155562306
"GFER",943.219856774998,-0.346081041999385,0.0919231130575505,-3.76489688488588,0.000166617826367803,0.000884708155562306
"RPL9",25289.0252142367,-0.168616076714297,0.0447845361378971,-3.7650513158182,0.000166514881260473,0.000884708155562306
"HMGB1",16201.2431939533,0.268860826923148,0.0714146180342529,3.76478701873324,0.000166691100621581,0.000884870104839273
"AL365440.1",140.780918339708,0.611634938333797,0.162467453710263,3.76466131748799,0.000166774973133113,0.000885088216830354
"NIF3L1",1143.51216271032,0.242162420181027,0.0643263248820908,3.76459281056251,0.000166820700195867,0.000885103827892253
"ENPP1",256.906879153604,0.420802079583665,0.111788207083721,3.76427970857887,0.000167029839962372,0.000885986230590153
"DNAL4",440.500085115352,-0.399452706349885,0.106124534588321,-3.76399960574098,0.00016721714661062,0.000886525144011761
"MYCBP",818.09011627038,0.284057842406105,0.0754668080755703,3.76401029339491,0.000167209996080244,0.000886525144011761
"MFHAS1",1954.10981788441,0.27642627641054,0.0734443688796899,3.76375044985896,0.000167383924859793,0.000886954726837738
